35000 100000
5087 33728 2224
30703 21299 6945
16680 567 8133
16893 32840 596
32103 4769 8177
34758 32710 7888
6828 10417 8548
1929 2462 1314
4691 2532 2919
4020 7618 6887
23728 2752 6627
6455 31088 1154
24554 23008 5881
34113 29081 8645
1934 22901 7945
7020 18153 9267
22899 29750 1825
15287 17147 4459
1964 34707 6951
4311 23023 1528
15311 12528 688
27074 23051 4583
34223 25058 3353
910 3921 7414
19342 18441 8789
6089 16097 2946
5310 16067 9322
22376 5311 6529
27597 32311 7690
512 32332 1989
15245 25828 4847
8939 5170 1686
7394 32365 1152
20076 28280 3530
23091 22578 8586
26473 20377 1100
8242 5244 7765
25114 18048 5431
20901 8482 3215
28584 16556 1738
18217 4988 1205
24766 22723 2135
28205 33554 9642
7159 24540 616
23480 15586 5168
6406 19012 893
6879 27702 6492
4292 2110 5033
24640 25771 7737
29015 15826 5439
28764 2630 5906
19143 28829 8045
3248 6932 634
32431 23834 7265
26073 3244 1895
28816 33186 3626
2278 13303 5448
3301 21159 4764
27003 1422 4925
7719 26075 8395
26890 14290 2284
14348 10440 4484
14858 25858 6718
19270 7400 32
6911 26316 1958
34494 23081 8044
23202 15626 4086
32697 25230 5404
3247 34499 3880
18360 9171 6872
4671 17822 5548
7714 32528 6847
10148 13986 201
4645 18623 6061
17544 8141 2226
8573 22092 5441
27420 27949 7962
30147 1359 6521
27862 23225 1090
24707 1780 2513
26691 27599 7893
15294 23931 4046
8343 5192 2655
3695 14849 3877
19828 3711 6669
31690 16081 9750
15007 10754 2485
8097 8111 5078
9154 20198 9012
22092 2719 6003
22921 13717 9351
17298 25131 4588
28119 4115 8406
28602 1723 4488
2572 3210 5072
16141 19437 625
14842 28327 1900
915 27357 570
3794 737 1180
34765 22279 2610
3536 20579 3786
19392 14950 5780
8685 13728 7573
24512 34800 8311
1179 11083 4494
23195 1180 7314
9766 1723 1579
27809 30500 640
29128 33111 6955
25049 15628 5359
33146 4984 5466
1380 15116 2617
12761 142 5757
26997 9188 4617
26751 32633 9716
34197 8424 3121
14447 27556 9512
14596 34471 7719
13146 29366 2627
5655 953 2591
9669 13787 2399
29474 25534 1969
21506 22770 6807
31301 9895 1612
20576 17968 5510
22034 5828 9434
29294 15582 8711
33679 1182 653
14039 22361 7045
24975 2083 4346
16305 29631 2226
15074 28837 4660
19308 23847 7884
13720 33556 4492
31609 32807 5534
2664 3485 2069
5224 5969 6079
33177 2833 8186
261 10289 9598
14527 32995 9605
12852 25555 6444
21212 1307 1632
22189 23247 3129
10803 24431 1022
13714 6400 809
21204 33330 4531
24104 30400 7493
23534 21694 811
3498 2425 1699
2659 6603 5502
25059 20130 4008
12119 2524 8521
11621 1811 4872
31540 24022 8046
8956 8979 8199
3724 3868 9569
7077 1779 3255
1403 16477 4563
30987 1161 1911
24053 20422 2470
22358 32795 4919
6259 7696 4577
24012 2254 1060
8083 4188 3690
7558 3919 2359
3894 18181 2686
3617 11073 6974
11875 7926 8827
32118 28622 1813
8895 33247 7030
7327 289 9875
426 10897 4961
10426 29273 4134
27901 24431 4995
4281 13919 3610
13413 10635 8160
34518 18583 9671
28033 27293 2027
8995 10821 4021
27960 25711 3266
14139 4662 1389
30534 33727 3034
20933 10484 6198
29000 3248 4683
3312 24292 7877
6002 6671 305
19887 25367 4713
33659 26212 8665
19171 21309 2598
24294 23187 5146
34731 602 1399
11067 10902 1160
26313 4178 9309
10608 10918 3303
4877 26023 8807
25189 11228 6441
11907 8011 8079
20405 5930 2874
9872 27351 3226
11645 7880 4317
13082 19280 5916
19883 29238 3420
1308 18103 5451
27637 26581 703
2237 7165 1992
16305 25247 5735
22431 3208 6731
10708 8029 4374
2214 18143 6353
13130 27984 5728
13329 16760 9846
20120 7127 4823
27673 20560 5043
26530 118 1558
6807 1834 8460
27852 6830 807
16099 12983 799
12906 20782 9854
18269 17650 148
24476 6716 8223
9076 17499 9483
11129 23980 9968
13833 23083 4180
24913 30013 6776
15407 3340 7071
25187 18965 9547
23404 27977 1557
30838 2723 3637
10291 720 3783
34339 21316 3421
10273 31127 6039
31205 23789 3997
27385 13104 7359
7624 9883 1759
8470 24053 7584
30843 33097 63
986 23511 8524
29130 872 2950
29810 4053 313
34982 20260 986
20001 21604 2137
9724 22171 68
29335 16839 9098
30516 12340 8900
19190 6936 9990
10862 27357 6885
26142 9701 3043
20528 21478 8499
169 19172 5960
8299 19791 2285
26417 15897 8391
22054 30288 184
7326 7697 7383
33888 30808 6931
33064 23918 4176
23373 32177 3814
19394 25698 8658
2471 8033 4780
1669 11032 8684
17363 17242 5410
11921 14194 1424
15746 21706 5606
7680 5892 154
9748 18946 3508
32404 16175 7034
34060 30992 6736
29703 18264 9088
19960 845 8653
30360 19179 740
23521 11898 9342
31354 17170 9063
5399 34084 3050
9261 34300 2523
15457 7683 4268
385 13985 4045
17535 28731 285
13759 10481 6489
13880 702 9012
15410 1328 3303
18275 12325 4404
7180 9260 3002
5370 32297 8926
29735 18647 3976
10498 8089 8236
17052 13480 3616
31976 24815 2261
26448 29521 6076
3635 10617 5655
13883 15094 8598
10460 22442 7659
6883 12977 6604
27242 14581 6569
1950 18874 9240
34034 21526 9874
9490 32360 1228
20366 2674 5518
29548 20379 5062
23196 4100 7541
25740 10457 2964
32028 12128 7761
15093 30852 6625
24830 32947 1499
1372 4454 1810
14219 29634 1101
11745 11942 9381
30417 3772 6832
18717 4090 7174
14427 14372 116
33562 5299 6166
31723 18032 5247
28052 34354 3423
8495 30326 6899
31924 15396 5595
20098 22252 4393
13946 24395 827
11886 17030 4682
1439 24483 2020
21021 22296 8699
22830 7394 2184
13868 21981 7220
16817 32001 1898
4670 32148 9932
11414 15732 8222
15068 27296 2917
275 414 2649
29612 10759 589
32317 12700 8154
1497 24541 9611
20012 34815 8490
9696 5867 6337
7949 17516 5622
21788 25886 3984
21107 20334 150
785 33052 1105
6698 23072 4612
5400 30249 27
19981 6319 6304
14468 10735 5135
2067 7891 7746
15106 33322 9254
6638 481 7677
21418 17228 7439
34383 5534 5561
25796 12628 7253
27559 23681 3284
28030 6808 555
9255 5833 5824
5640 8528 873
16787 11293 7436
16323 13114 6837
10638 10334 945
20769 17994 7120
33098 33274 9607
23836 17323 5821
6850 23950 7991
14601 16171 9757
26474 10173 6038
15920 34728 5161
4701 5493 9017
12 25223 602
639 25806 9706
8820 32504 398
31689 15522 3050
5122 34539 4536
25628 18326 7555
16752 33581 5630
22449 8110 3888
157 23809 9700
34534 4638 1083
6498 19392 4507
28616 2439 8279
19069 7602 6677
2072 7673 5728
31348 2998 8362
12916 27243 8321
6072 2538 970
25268 25829 1509
25462 28816 4606
24535 20863 6982
21948 30872 2810
10487 19373 2334
26637 26650 1855
9607 1653 5952
2513 4065 5677
24330 24205 6467
31173 27363 6281
21785 8959 6104
11587 8227 2703
6459 22366 5357
4273 20779 7497
8564 17147 1981
13234 29171 9553
4006 5913 7580
9516 24685 2732
5579 10325 124
14621 33418 8264
13224 26170 8528
25730 2482 6150
29773 11254 647
9025 7400 8567
19480 4275 2556
1699 11234 4793
16852 4971 751
31113 31042 4275
15777 4720 4906
29677 22203 6907
26953 34138 149
2918 9773 6529
955 33008 5180
8695 3105 2936
33953 1512 3246
8920 29066 3501
5411 11627 9545
9873 23559 4764
8732 15901 6340
26307 22422 5355
9893 7312 3758
5620 7517 8736
34528 2479 3152
10143 32449 8072
25615 13521 1271
6176 16922 4269
22141 16722 6874
12894 20621 3216
29742 923 5469
8839 24900 6590
4226 19969 5772
19300 33867 8700
1044 13578 7835
28881 10859 228
6910 26726 4875
32071 20822 651
23060 9517 8066
14222 10978 59
13787 14530 8228
13532 29782 1010
14658 27688 3787
20142 28432 7779
27450 5842 138
9937 7168 6684
6114 20733 508
22049 18083 5227
29069 752 1106
14829 19568 9724
34588 21936 3100
14959 29874 9865
12322 33957 7222
314 31765 205
18453 17668 368
968 28890 6858
25420 19778 7882
10361 16775 257
31382 2777 8319
11239 2703 7003
25879 33476 7690
13468 1867 6624
14629 34739 9339
4275 30923 304
13175 27788 9542
23891 4976 2110
12731 8628 8562
28500 25193 8823
19261 7626 6850
19742 20577 998
10437 2688 1339
16861 8211 6429
16249 8659 8447
3401 1592 9274
7364 5687 1362
21177 5833 2365
20884 23752 8516
26851 32417 4370
9066 28496 3575
28628 31223 7724
240 17780 8585
26420 16846 4822
34841 2678 976
27591 14505 5861
15140 10012 8220
9746 23906 1757
1962 9118 9246
21554 24435 7567
29722 24191 6646
20388 3740 8103
12067 11649 8171
34400 737 4741
7551 31412 7896
11957 27916 4314
13761 16711 2543
32815 1763 8923
4764 8720 1492
30878 13457 5114
6927 3303 442
6398 8200 2971
34317 7784 6664
33705 33812 699
28889 28764 9822
15699 11124 9288
19452 25308 1499
11289 34236 2706
15026 11010 8755
24204 28341 9571
28396 26129 1128
27149 30146 5434
17438 6789 5837
11227 19347 4742
469 26927 1429
26689 32582 9016
27404 11513 804
12766 28265 7620
16470 14432 1273
7185 33696 8015
20588 28264 843
28924 14915 7227
30415 27702 1677
24005 20717 7436
12452 11984 6371
19780 30927 8293
3363 18353 6539
19857 29727 3312
4610 4927 6967
10827 7581 2983
1778 1013 4763
1594 30593 6679
14334 22120 5535
14723 22851 8016
5497 26122 1648
30574 26351 101
32898 30567 3438
3603 18362 3724
5220 22543 5740
524 3286 2706
14755 6188 9850
8501 299 7123
32975 19172 2583
2597 14737 1589
22550 34924 9707
21233 3304 9293
34933 34676 7399
18888 30843 4233
29548 31786 2389
4294 7546 9983
32788 27642 5452
25084 8245 7772
32035 10291 1284
2973 27120 509
33370 31735 7176
29769 31149 1351
10210 20186 777
28544 10934 8775
18282 20128 7485
32703 22100 1998
22202 9520 8549
11732 30086 8134
1976 22534 9652
8411 21596 4561
12840 24742 6967
28747 26761 7474
24307 31052 9475
2593 31849 4381
30905 19530 2296
15946 4415 3775
24641 2121 4593
2537 28602 4346
25586 18061 6251
34533 4710 5013
31664 14659 5742
6143 23033 1072
18471 22431 4257
24794 15803 7572
4299 24676 7397
23590 8381 5818
7853 13792 4111
9896 8654 3422
10934 24190 5241
26484 20240 8743
26979 32046 8872
7576 34201 6845
29169 20499 5978
32251 4991 5973
260 25587 5797
20112 10657 1919
9273 20597 4872
23875 23834 339
15290 9259 9688
29405 11991 9030
30320 1163 9881
25562 1507 6
24547 13742 1086
7610 23627 6023
23944 6856 7366
24395 23548 1734
29720 11953 7285
34302 869 9831
22659 5255 5158
27563 614 1259
2380 26160 7122
14529 21248 1039
25070 3144 8946
8896 7300 9858
22484 32661 8425
18150 14689 4942
28942 34529 184
19426 18116 8427
22556 25518 7477
23071 20962 7337
22941 11283 3930
4300 19533 4144
5523 34768 170
3346 8798 7038
30895 3003 4344
31344 20981 8763
11498 5511 7672
33323 20074 3337
15461 27476 6038
18991 11346 9210
17403 1929 5259
23752 9793 4756
3463 10547 5579
6650 321 3148
21646 12052 5119
8453 14239 3679
4765 7512 495
23988 246 9991
4259 13874 5679
29455 30211 158
21657 11890 4000
3849 12518 8418
10343 17128 7200
24803 17641 7684
31410 2098 21
9502 9389 4385
15187 17135 6135
1845 27133 476
10192 24409 1438
19314 11338 8836
25467 18621 8282
21481 7340 5738
34803 28916 1042
32677 13282 6738
10400 15480 3035
25330 31622 3867
17557 30285 2619
24062 18635 6142
26397 11688 9203
13761 7701 3988
30211 11735 7312
13714 28190 2681
4488 7556 878
4220 15798 8654
9102 18484 8799
4910 15313 6285
33695 360 6739
22572 11322 2840
25839 27050 461
31910 12829 7649
20306 23055 5654
5648 8641 3380
21971 26784 1001
12895 28781 9235
26440 17485 4452
15845 1319 9993
8832 25940 8189
10365 25721 8091
8026 15185 7518
6712 29125 1518
16203 5752 8103
209 33088 412
27804 25293 5051
28279 11401 8823
3907 10571 8774
20120 12731 1192
26266 34512 7275
27501 21722 7096
11271 20023 6503
509 16083 5335
2022 26132 8793
21054 20518 3400
18481 26750 815
3549 11498 3452
19849 33850 5128
33838 22245 7981
3828 25881 2866
27762 30742 9596
16748 24844 7758
13448 3749 8162
20256 3888 5169
33624 34651 9818
13791 3647 2532
7178 21970 3918
14638 34151 4234
33574 32094 874
30080 8638 8512
18765 23381 1196
12301 16112 5632
394 15344 7590
32947 1510 2674
34219 15612 7166
22752 21921 9226
32411 28817 6602
30936 30845 5773
29661 2403 5226
14386 7161 8970
20449 32490 9434
34340 19208 7310
18942 14229 35
33736 2889 9970
17229 14628 1159
28299 18250 1841
34305 29257 7093
8041 7353 3849
3692 5736 5597
29114 23435 9051
5421 24316 9270
20678 34977 5544
18259 5830 4731
919 1531 3134
4231 12839 2002
8077 4250 1756
14794 2299 4074
30813 20028 2971
22731 5669 3718
17839 24512 7134
1737 34852 942
6804 17009 5546
12802 4737 2866
29575 6606 5671
30275 1545 6286
7863 1956 7406
27264 13790 4157
525 29627 3080
33392 28239 1901
5306 17105 5675
20428 24561 6567
22199 33276 3713
31805 27222 525
31751 18676 1133
24797 33752 9145
13484 5376 6701
12079 21627 9333
14472 23748 2752
3516 27017 6977
32274 18445 6898
33823 18378 8518
34815 14786 4072
33390 30550 6855
31007 33934 6282
32138 22052 5165
7810 16177 652
17223 2884 7328
15509 10706 8408
1791 18349 3122
19276 13930 1588
20304 21498 2262
23914 1777 3144
15601 3115 9708
17426 28968 2241
9284 13998 2533
28626 11183 8941
20208 7499 1304
1227 12952 4919
12505 267 7533
19530 5303 1198
15165 25147 1781
20285 8122 3588
4783 26282 6330
1968 33721 6200
8796 10372 4079
1117 14869 5618
34762 32665 5652
26351 10317 1113
16796 30876 9825
19714 18583 3572
22433 7759 9087
24352 11032 6339
6225 2228 1815
20466 14938 412
12403 11376 3232
14805 8780 3424
21389 16525 570
18600 20386 1353
7973 20822 5760
12106 27683 3967
26654 2543 5352
25994 2039 4607
17408 21889 9535
25820 25480 8907
9929 10193 9907
32322 25987 5489
9747 13980 4291
33076 15822 7821
924 30264 689
26045 20746 3005
13716 578 3356
8275 25901 3084
6149 33575 2965
23252 33069 7223
21522 6087 2451
18406 11474 5002
10485 18502 5371
8371 17530 8173
12620 29123 8325
25354 5657 1737
19029 29764 8636
19667 389 7735
15348 13579 5191
29462 15233 2127
15071 20718 6335
25168 12985 8408
17878 2928 5664
24451 24933 1768
5798 32457 171
12642 2708 7709
4263 32834 7891
22466 18402 2169
23935 11067 6670
2379 10669 4035
7623 20199 9602
22219 10360 4932
31173 19127 1801
16839 20337 6173
6067 23390 7117
9751 3298 7050
1404 10690 522
33258 3898 6803
26458 17365 4112
23742 34987 8110
31042 358 1847
20970 3631 5377
33890 9443 1066
13316 19892 8144
34011 825 4197
15134 17978 5257
14480 19626 986
34725 34672 2246
1917 22588 7766
27622 32653 7637
27548 1745 3733
29910 10732 7888
17518 14534 6292
20475 19240 2569
2279 6768 4073
10169 19274 1845
18681 14870 5183
154 10976 1100
31158 21006 1114
29020 13401 3539
9921 1607 8281
12452 14870 8589
16495 4849 8304
6024 33153 7605
34199 14365 8792
23739 8046 3286
30174 6920 5242
11193 3903 5088
3750 8611 3539
24760 7381 2351
29245 29204 7737
11112 32104 3733
30108 14536 8964
10171 18193 3648
17746 12225 8765
25673 1539 7676
6366 29532 1974
27726 16011 1151
4654 25537 9370
24977 12645 7077
13908 32719 3086
33228 16703 4479
18214 7493 7162
20772 30016 4209
28765 2984 8609
578 4698 3308
24199 31895 1293
14230 23058 576
25505 16738 3280
8010 23746 9829
27714 7144 4012
28547 13659 1308
6053 19767 6170
16535 21165 597
8021 27540 7338
29049 11905 5187
3822 14162 2009
14751 32783 569
30510 28864 5776
29711 21990 7290
4571 31866 8857
26883 25387 1246
34744 26042 286
12034 20450 9529
16622 19780 8194
28887 2833 9729
18972 19040 6671
682 23573 5087
1283 9822 3479
9697 16899 9589
20732 2794 9275
1935 13843 5820
9605 791 7394
1103 32768 3169
29420 29718 3028
19236 33165 9999
9816 5846 6613
17071 19738 5503
15186 30954 1769
11403 26190 8361
23687 30526 5669
34399 18682 6722
24870 28050 3647
26914 2069 8014
4332 17693 8723
158 25681 7352
1379 6351 1133
29790 6947 3888
22229 27723 5
22577 28842 5359
5170 6605 404
20733 28948 5168
25834 28900 6592
2693 8861 4752
24750 1478 2398
24122 26151 1102
7548 21732 61
11040 1561 8162
12717 12048 6421
25515 18661 3752
20728 10123 1628
11733 27279 7010
13696 27437 4252
15594 23088 537
3577 8114 6503
6512 20448 7385
9751 604 7469
33972 24433 822
27973 6271 816
23294 18558 97
5036 21599 534
3623 5384 4937
8475 6503 7621
19592 26828 5536
15717 24058 4907
34311 9919 7924
27824 22760 5996
30485 21307 3437
21309 34253 4376
31789 24429 1726
28773 29530 8095
18890 23614 2493
12611 26488 2324
26576 33029 8489
28559 11329 6404
15476 8120 1539
15273 6148 3431
6044 16522 8124
20416 10874 3002
27346 13840 1805
17768 4521 7703
7888 15543 4323
6631 23550 7019
31678 17443 8288
10664 10901 4054
10891 14106 612
34993 31023 6711
27236 1575 985
9300 26105 12
2108 6005 4247
16006 30770 9923
33860 23702 8922
33771 13423 6693
5232 23958 7847
11721 25453 8012
508 30152 6968
9134 9874 6104
12557 6558 3772
23886 3459 3003
29226 22502 9206
11837 30347 5109
32659 5366 5731
30468 12643 8504
17 1749 5859
4286 32302 5878
13657 2132 4832
2661 12738 7111
7966 23008 1870
17929 11949 4451
14771 13355 5625
9639 21439 1384
27154 14040 5053
8037 4261 3606
319 17547 9274
25189 16758 1655
27025 28216 4917
27788 13280 8766
8283 28659 4425
20088 10613 8896
22798 8044 4271
19954 10517 9310
8143 21324 9745
10759 25490 386
15937 33694 7151
21256 19217 7824
21049 14698 2485
16208 10848 7809
27173 25110 1294
5594 31529 8889
9130 32259 4583
25370 1872 4888
16322 33328 5463
14225 12066 3475
16530 1660 459
30415 28014 6510
6971 14215 9337
4373 12481 6611
5589 28447 3742
21864 30524 667
8706 6568 3480
6839 12549 3896
29124 11550 4802
12211 12447 372
5968 4956 9262
33181 26068 7952
6721 27981 5928
9467 6969 1917
15449 8713 357
22482 29280 1435
10297 23322 6973
28259 24938 4598
7998 31484 3439
6061 13508 3287
2555 23072 6776
30610 20354 1082
32219 5358 660
9561 20908 9494
4102 24052 4649
4464 25937 377
27530 5550 9763
29145 17850 2695
19305 16717 7074
19844 8339 9124
13171 26952 7290
18972 9200 6544
25468 16521 2667
10131 9936 6587
31022 2519 6819
5385 27970 7925
2627 9666 3587
29705 2527 4092
8918 32318 6900
21817 20134 3339
26114 25943 5136
17109 21365 8173
34277 3569 7988
2778 23174 5597
31589 17186 6651
13643 26131 3655
16657 10994 6002
10000 15198 896
34386 22564 6171
27077 3542 3872
32626 25401 2921
13072 21374 290
21745 27635 3315
5962 29346 9764
6568 18970 9158
6326 25146 5034
17435 16818 6184
15377 27156 4502
33882 11110 3334
34656 4573 6102
31855 11097 3136
33252 11079 130
12928 19492 1845
17120 13784 1282
17726 1729 6976
16199 33272 7475
6523 9634 1449
18656 12901 8291
31069 30429 7186
3795 9641 1720
30568 4632 4700
27353 33897 6333
6130 1501 7036
15341 24559 5801
22055 33312 1120
28975 22146 2735
24061 31837 4132
2632 32499 1427
29321 14455 2232
18903 29115 4156
27406 17523 8907
22203 4606 5934
32143 27304 2828
9443 19674 8841
9827 24872 6740
32010 8992 2465
24414 19456 9910
14837 27264 33
29330 24936 7043
11307 33193 3367
17950 25479 1912
21507 2772 1671
32110 6022 7793
25686 15825 7575
26931 495 1501
12671 26770 3255
2983 8359 764
20786 10992 2801
6309 29079 197
82 27249 6446
17524 21947 1920
9263 501 118
2421 6427 8078
15270 3271 2128
7731 14205 1241
9139 13058 9224
2604 31288 8622
33040 30399 4796
14609 8634 552
14711 20093 3190
29898 21044 3095
9699 29678 1715
28262 16347 6143
17944 11515 8982
17668 7361 4876
23535 25356 6400
26350 20651 6331
29342 3891 265
12237 15443 4613
24011 30047 8371
14140 28211 7022
16609 26710 5508
13879 3270 7912
17853 11188 2873
15006 30829 6267
33937 25394 5425
20258 4049 1696
10773 8094 2326
30967 2249 839
7455 20672 8066
383 13159 4944
23615 31689 2269
23842 22844 762
18974 2638 4889
20078 26738 9788
20607 1998 5025
8733 25893 9089
5713 22108 8450
26723 12976 9451
13127 29597 9138
27751 2925 6674
18351 26371 5243
893 27479 4373
2216 31458 1512
30435 10966 4589
27005 14055 185
23540 76 8586
14629 10516 298
33550 22569 4236
33616 6781 9745
30207 25693 5077
17735 2190 7132
25731 22858 6130
23822 20820 4397
6096 28893 1877
31066 17158 3844
18546 4648 372
4329 2795 4719
2174 12328 7007
19265 26873 6639
18816 2099 9286
27144 4216 6820
2675 2655 2391
23054 24342 8567
7780 6645 9648
27850 3556 2089
30128 33089 8542
33481 11229 9354
24433 14080 3486
4156 11555 4181
23119 10736 3906
16811 17881 8940
14639 27197 9754
594 2532 3989
8579 32904 3444
7799 16347 6479
1893 28808 186
3011 15337 8787
5062 31160 5488
24864 824 1199
15260 2641 9368
18504 15216 1171
2690 28482 3516
22755 33827 1214
12817 9813 9936
8265 34710 9426
22693 12639 2612
7134 4567 688
21358 31556 6406
7633 26261 3499
6094 16417 6695
3227 19023 3319
7049 4752 5949
23416 33888 7148
21190 23725 9654
7600 22368 3368
4017 6913 1896
29866 32109 2652
20189 31970 4181
13761 20013 8232
18942 11833 2373
9222 26636 8318
8129 31018 7339
33350 17248 8907
17951 10440 6965
5143 20101 7521
25636 14804 8814
26571 22747 3398
18184 33641 2191
7113 237 2178
30720 9595 460
13633 15180 6758
15433 5398 8289
21523 4198 1605
469 14255 1139
14524 3153 9034
8346 32725 5301
4649 16759 4173
6402 23369 5483
11542 9339 4360
10470 4890 5521
16270 20596 3543
25475 34766 5353
16705 26285 6715
13092 33608 2271
30133 10303 6116
5032 2059 7549
22255 11754 2161
429 34789 9234
16052 5019 9678
2336 31374 8692
17270 33340 1321
21748 2715 5840
13283 21731 1732
23524 4179 9606
20507 28028 6900
9148 27407 2381
13796 24059 8676
18958 12221 4045
29993 867 2928
28605 25254 6877
17118 34361 3803
3774 31986 7338
12500 9095 4992
11612 26560 9103
20241 4293 4709
13637 21202 4960
15201 15196 1577
3751 6343 6656
31468 33602 552
34898 30306 1447
27947 16184 9433
4280 20482 5592
23217 12795 410
9891 10527 8215
24184 21505 8852
24818 31255 8694
14281 26170 113
23895 20587 4318
26689 29725 1597
24903 23969 7618
31015 16217 1580
23503 4726 5492
14841 6545 812
18720 19930 6026
17200 33023 7225
5557 23466 3185
26599 19447 8695
29929 20909 6825
9511 18509 8091
8706 30721 5827
10544 6723 1103
199 19947 6183
7973 12890 1475
34393 5582 1520
20858 1489 4729
30578 27806 9086
27681 10956 7698
28618 21244 5301
22685 26898 3173
21515 27865 4746
8840 8956 8373
15229 5646 5356
24366 26388 219
26344 28155 3561
19299 21994 1677
28352 13763 995
32926 21845 4477
4516 776 198
29165 19116 5342
6010 14756 3600
9486 4367 6011
16428 27881 9779
6722 28765 7654
27023 29123 4135
8904 29095 1138
10757 161 266
12152 22844 8104
21434 12320 5822
6772 14966 738
17560 34763 8359
22789 22271 122
33414 32563 2928
21481 24696 4536
13762 15055 6724
4072 27494 1324
27262 18966 2744
31584 16559 8861
31619 1769 7256
20545 21960 8420
9822 15438 5303
14291 875 4108
5306 3302 686
2522 21215 6120
6051 32481 1052
32447 30103 1227
22102 31773 6346
32403 28680 7454
3430 33516 4552
28986 19424 3430
5123 13476 4277
26824 20115 1668
10170 29819 2316
28261 12946 6613
22377 26771 4329
8180 7091 170
7758 22710 7118
15933 1613 3566
1156 33887 7216
6737 25622 1286
33460 27566 4301
27175 7213 8590
22478 19036 320
721 7016 1411
17303 5271 9802
774 20823 1891
29485 27726 2355
9029 22112 488
15016 9723 7069
11082 6411 5988
33032 1163 5978
22529 1966 6515
18079 32479 122
13591 9618 5762
5748 21755 4662
28029 4850 4276
10428 20952 501
10135 20298 3468
877 27194 8653
33140 13483 5337
368 6733 5274
20123 30862 6382
11003 29019 7748
2900 8264 3471
23782 31907 5033
2146 4634 5070
6203 29836 176
9148 10200 4295
7067 16004 8236
17548 28912 7806
5059 26523 7945
12300 828 1347
16714 30204 4164
7067 9739 1683
8057 31510 4170
5373 746 1657
3482 33587 1605
26092 1126 9701
5353 29089 5488
13805 7275 7988
34939 8421 3050
1680 2091 4950
15155 19592 5553
16886 26760 8955
21447 26219 3330
459 8711 334
20293 20622 6179
33120 16688 5271
15915 19656 3835
29545 34372 4533
24619 2885 3296
11185 26383 8669
19389 27904 5293
24273 24377 3911
30499 8087 4097
5338 5654 4412
20621 25606 5318
17407 33077 825
32442 25713 8556
17402 14406 3001
12221 25330 4459
1911 24533 206
20371 11108 9310
27939 19534 1931
12536 27206 458
13939 18447 7866
1557 18990 6313
26028 11457 1508
2597 18622 7190
25365 23126 532
21626 3965 2282
33327 2680 7972
34987 26340 3768
24723 27179 1275
19436 19570 9706
5849 16949 138
15005 3346 7417
25495 29756 5529
21293 8314 6616
8723 32622 4427
10144 30210 765
14413 24185 8726
31523 14852 3918
8207 21171 4911
18931 3839 6867
29546 34417 6319
27942 2367 2050
30107 7839 447
3015 1830 3900
18859 7590 2685
12767 31692 2315
14462 5378 2224
13907 27946 1828
28601 34536 5500
23744 26727 625
32584 12291 2398
12012 24864 5575
13892 27610 9187
24945 11825 1709
8372 33796 6445
6164 33743 6974
31986 23532 5186
9504 28984 2757
23031 9599 7543
27370 33550 6873
10819 1007 4756
30836 23045 9367
12220 4200 8867
25797 18606 2719
19945 20704 77
33785 31731 296
5318 5321 5572
22535 15915 1209
28746 13875 435
32434 12368 8298
11845 10958 2378
9048 10085 8959
14416 27688 7724
11472 21046 8387
21595 23497 6111
1060 24002 9861
14676 28056 1055
32261 25046 6831
4012 26647 4067
34657 22538 6042
8819 34265 7541
21629 25188 8937
23320 4528 7748
2236 5757 5307
8654 16936 8964
31682 24728 8223
26396 10024 3534
23351 33480 6263
925 13667 5371
19882 6628 8789
4501 10533 7529
1504 8027 1962
17866 31091 9299
13775 9265 8302
6592 21794 6742
15862 18477 4255
22501 17084 4871
12985 7713 1870
15909 743 6019
2277 6685 6737
24917 21697 7006
1578 30336 7849
26244 19488 1864
32177 2830 5696
26279 3168 3626
34395 14400 509
11551 27889 9776
1878 26154 4367
26842 15047 5411
17762 14438 9355
19281 1925 6158
27003 32770 8493
16203 33306 5045
19818 3729 6004
18338 16217 9453
7523 9740 6669
19399 10182 7082
21942 28705 6524
22713 19580 4655
6909 34838 1410
16275 15767 9838
13490 14349 2870
30873 22860 3635
13526 17359 3267
4467 14986 9505
31720 25227 7402
13606 14258 4543
7086 8444 3251
24680 17690 3091
19134 33128 8712
4755 6294 1241
34658 9167 948
8990 5684 4561
29046 1178 9604
2089 15177 3234
29208 3272 4724
33497 40 2898
3722 33475 4968
8858 31201 3038
20156 27110 3522
7116 30626 9557
9424 17655 7192
9785 10623 9021
11685 18232 8477
5176 7319 6067
14134 19403 9851
12301 7549 2860
7186 17274 1705
33205 8689 2551
29966 27137 6167
24892 33243 5830
17442 12023 3777
857 27020 1616
25244 152 7100
14589 9093 10
185 5999 5064
16528 19223 7059
26751 26796 8885
22848 34878 9016
18056 23748 18
18329 34064 3023
21719 32641 7910
29449 10023 9864
27486 23232 5605
18162 27286 1421
25089 12268 2445
25 10450 2041
26875 11030 7305
22463 20119 8429
21241 20944 3074
9878 5923 7255
25518 9563 6547
1532 6007 34
8268 13939 6467
7778 31627 5174
10022 30196 6435
17389 34415 9318
16934 7168 8536
30923 31895 3483
29146 34936 6671
14623 22020 3473
17603 3129 6609
7639 6227 9446
20116 6284 4831
9563 6616 2554
19576 951 6610
1710 17417 6436
5948 19820 4693
18836 16486 7023
6624 31620 5123
28881 9762 9614
6451 6570 6343
13334 26786 9670
25716 4778 1262
34323 18682 6425
32485 3341 2520
4533 11566 8824
